BEA_Code,BEA_Title,related_2007_NAICS,related_2007_NAICS_6digit,related_2012_NAICS_6digit
624100,Individual and family services,6241,624190,624190
624A00,"Community food, housing, and other relief services, including rehabilitation services",6242,624210,624210
624A00,"Community food, housing, and other relief services, including rehabilitation services",6242,624221,624221
624A00,"Community food, housing, and other relief services, including rehabilitation services",6242,624229,624229
624A00,"Community food, housing, and other relief services, including rehabilitation services",6242,624230,624230
624A00,"Community food, housing, and other relief services, including rehabilitation services",6243,624310,624310
624400,Child day care services,6244,624410,624410
711100,Performing arts companies,7111,711110,711110
711100,Performing arts companies,7111,711120,711120
711100,Performing arts companies,7111,711130,711130
711100,Performing arts companies,7111,711190,711190
711200,Spectator sports,7112,711211,711211
711200,Spectator sports,7112,711212,711212
711200,Spectator sports,7112,711219,711219
711A00,Promoters of performing arts and sports and agents for public figures,7113,711310,711310
711A00,Promoters of performing arts and sports and agents for public figures,7113,711320,711320
711A00,Promoters of performing arts and sports and agents for public figures,7114,711410,711410
711500,"Independent artists, writers, and performers",7115,711510,711510
712000,"Museums, historical sites, zoos, and parks",712,712110,712110
712000,"Museums, historical sites, zoos, and parks",712,712120,712120
712000,"Museums, historical sites, zoos, and parks",712,712130,712130
712000,"Museums, historical sites, zoos, and parks",712,712190,712190
713100,Amusement parks and arcades,7131,713110,713110
713100,Amusement parks and arcades,7131,713120,713120
713200,Gambling industries (except casino hotels),7132,713210,713210
713200,Gambling industries (except casino hotels),7132,713290,713290
713900,Other amusement and recreation industries,7139,713910,713910
713900,Other amusement and recreation industries,7139,713920,713920
713900,Other amusement and recreation industries,7139,713930,713930
713900,Other amusement and recreation industries,7139,713940,713940
713900,Other amusement and recreation industries,7139,713950,713950
713900,Other amusement and recreation industries,7139,713990,713990
721000,Accommodation,721,721110,721110
721000,Accommodation,721,721120,721120
721000,Accommodation,721,721191,721191
721000,Accommodation,721,721199,721199
721000,Accommodation,721,721211,721211
721000,Accommodation,721,721214,721214
721000,Accommodation,721,721310,721310
722110,Full-service restaurants,7221,722110,722511
722211,Limited-service restaurants,7222,722211,722513
722211,Limited-service restaurants,7222,722212,722514
722211,Limited-service restaurants,7222,722213,722515
722A00,All other food and drinking places,7223,722310,722310
722A00,All other food and drinking places,7223,722320,722320
722A00,All other food and drinking places,7223,722330,722330
722A00,All other food and drinking places,7224,722410,722410
811100,Automotive repair and maintenance,8111,811111,811111
811100,Automotive repair and maintenance,8111,811112,811112
811100,Automotive repair and maintenance,8111,811113,811113
811100,Automotive repair and maintenance,8111,811118,811118
811100,Automotive repair and maintenance,8111,811121,811121
811100,Automotive repair and maintenance,8111,811122,811122
811100,Automotive repair and maintenance,8111,811191,811191
811100,Automotive repair and maintenance,8111,811192,811192
811100,Automotive repair and maintenance,8111,811198,811198
811200,Electronic and precision equipment repair and maintenance,8112,811211,811211
811200,Electronic and precision equipment repair and maintenance,8112,811212,811212
811200,Electronic and precision equipment repair and maintenance,8112,811213,811213
811200,Electronic and precision equipment repair and maintenance,8112,811219,811219
811300,Commercial and industrial machinery and equipment repair and maintenance,8113,811310,811310
811400,Personal and household goods repair and maintenance,8114,811411,811411
811400,Personal and household goods repair and maintenance,8114,811412,811412
811400,Personal and household goods repair and maintenance,8114,811420,811420
811400,Personal and household goods repair and maintenance,8114,811430,811430
811400,Personal and household goods repair and maintenance,8114,811490,811490
812100,Personal care services,8121,812111,812111
812100,Personal care services,8121,812112,812112
812100,Personal care services,8121,812113,812113
812100,Personal care services,8121,812191,812191
812100,Personal care services,8121,812199,812199
812200,Death care services,8122,812210,812210
812200,Death care services,8122,812220,812220
812300,Dry-cleaning and laundry services,8123,812310,812310
812300,Dry-cleaning and laundry services,8123,812320,812320
812300,Dry-cleaning and laundry services,8123,812331,812331
812300,Dry-cleaning and laundry services,8123,812332,812332
812900,Other personal services,8129,812910,812910
812900,Other personal services,8129,812921,812921
812900,Other personal services,8129,812922,812922
812900,Other personal services,8129,812930,812930
812900,Other personal services,8129,812990,812990
813100,Religious organizations,8131,813110,813110
813A00,"Grantmaking, giving, and social advocacy organizations",8132,813211,813211
813A00,"Grantmaking, giving, and social advocacy organizations",8132,813212,813212
813A00,"Grantmaking, giving, and social advocacy organizations",8132,813219,813219
813A00,"Grantmaking, giving, and social advocacy organizations",8133,813311,813311
813A00,"Grantmaking, giving, and social advocacy organizations",8133,813312,813312
813A00,"Grantmaking, giving, and social advocacy organizations",8133,813319,813319
813B00,"Civic, social, professional, and similar organizations",8134,813410,813410
813B00,"Civic, social, professional, and similar organizations",8139,813910,813910
813B00,"Civic, social, professional, and similar organizations",8139,813920,813920
813B00,"Civic, social, professional, and similar organizations",8139,813930,813930
813B00,"Civic, social, professional, and similar organizations",8139,813940,813940
813B00,"Civic, social, professional, and similar organizations",8139,813990,813990
814000,Private households,814,814110,814110
491000,Postal service,491,491110,491110
